order_id,creation_time,product_ids
1420,26/08/22 03:50,"[72, 63, 35, 84, 32, 87]"
1421,26/08/22 03:53,"[4, 74]"
1422,26/08/22 03:54,"[38, 28, 17, 25]"
1423,26/08/22 03:59,"[20, 56, 58]"
1424,26/08/22 04:01,"[75, 29, 5, 2, 50, 62]"
1425,26/08/22 04:06,"[76, 20, 38, 42, 34, 71]"
1426,26/08/22 04:07,"[78, 40, 47, 46, 66, 46]"
1427,26/08/22 04:09,"[85, 39]"
1428,26/08/22 04:12,"[6, 1]"
1429,26/08/22 04:16,"[74, 54, 2]"
1430,26/08/22 04:18,"[5, 74, 54]"
1431,26/08/22 04:19,"[67, 40, 7]"
1432,26/08/22 04:21,"[81, 63, 68, 9]"
1433,26/08/22 04:26,"[66, 1, 76]"
1434,26/08/22 04:27,"[78, 14, 65, 50, 27]"
1435,26/08/22 04:32,"[1, 80, 10, 31]"
1436,26/08/22 04:33,"[40, 41, 76]"
1437,26/08/22 04:34,"[76, 40, 66]"
1438,26/08/22 04:36,"[87, 34, 7, 26, 20, 27]"
1439,26/08/22 04:37,"[66, 60, 81, 50, 50, 3]"
1440,26/08/22 04:38,"[15, 74, 51, 52]"
1441,26/08/22 04:39,"[16, 35, 46]"
1442,26/08/22 04:40,"[5, 71]"
1443,26/08/22 04:43,"[77, 3, 26, 41]"
1444,26/08/22 04:46,"[71, 3, 38, 65]"
1445,26/08/22 04:48,"[77, 34]"
1446,26/08/22 04:49,"[72, 35, 3, 33]"
1447,26/08/22 04:50,"[20, 50, 3, 65, 1]"
1448,26/08/22 04:54,"[45, 32]"
1449,26/08/22 04:54,"[65, 34, 77, 77, 32, 29]"
1450,26/08/22 05:04,"[8, 3, 74, 77]"
1451,26/08/22 05:05,"[62, 6, 6]"
1452,26/08/22 05:06,"[62, 51]"
1453,26/08/22 05:06,"[70, 25, 87]"
1454,26/08/22 05:10,"[63, 62, 71]"
1455,26/08/22 05:10,"[57, 20, 32]"
1456,26/08/22 05:10,"[14, 86, 52, 86, 79]"
1457,26/08/22 05:11,"[63, 76, 26, 82]"
1458,26/08/22 05:12,"[26, 29]"
1459,26/08/22 05:13,"[65, 47]"
1460,26/08/22 05:18,"[2, 25, 14]"
1461,26/08/22 05:19,"[28, 21, 66, 22]"
1462,26/08/22 05:19,"[35, 72]"
1463,26/08/22 05:19,"[76, 6]"
1464,26/08/22 05:21,"[52, 34]"
1465,26/08/22 05:23,"[31, 18, 70, 29]"
1466,26/08/22 05:24,"[74, 33, 70]"
1467,26/08/22 05:25,"[32, 85, 47]"
1468,26/08/22 05:26,"[6, 8, 55]"
1469,26/08/22 05:30,"[74, 65, 56]"
1470,26/08/22 05:30,"[70, 72, 3]"
1471,26/08/22 05:32,"[83, 17]"
1472,26/08/22 05:34,"[49, 35, 78, 35, 16]"
1473,26/08/22 05:35,"[83, 84, 33]"
1474,26/08/22 05:35,"[66, 76, 47]"
1475,26/08/22 05:38,"[56, 82]"
1476,26/08/22 05:38,"[6, 42, 35]"
1477,26/08/22 05:39,"[77, 67]"
1478,26/08/22 05:39,"[78, 57]"
1479,26/08/22 05:39,"[76, 17, 66]"
1480,26/08/22 05:45,"[53, 14, 28, 63, 82]"
1481,26/08/22 05:45,"[41, 12, 35]"
1482,26/08/22 05:49,"[21, 76]"
1483,26/08/22 05:50,"[40, 2]"
1484,26/08/22 05:51,"[30, 74, 6, 82]"
1485,26/08/22 05:51,"[2, 45, 1, 24]"
1486,26/08/22 05:52,"[45, 9, 74, 60, 22, 77]"
1487,26/08/22 05:54,"[6, 84, 64]"
1488,26/08/22 05:54,"[65, 44, 62, 3, 71, 39]"
1489,26/08/22 05:55,"[40, 76]"
1490,26/08/22 05:55,"[15, 30, 16, 22, 7, 74]"
1491,26/08/22 05:56,"[56, 38]"
1492,26/08/22 05:56,"[74, 83]"
1493,26/08/22 05:59,"[71, 56, 35, 3, 86]"
1494,26/08/22 06:02,"[80, 35, 31, 79]"
1495,26/08/22 06:04,"[20, 75, 70, 44]"
1496,26/08/22 06:06,"[26, 76]"
1497,26/08/22 06:06,"[15, 63, 47]"
1498,26/08/22 06:07,"[43, 38, 83, 26, 7]"
1499,26/08/22 06:08,"[58, 19]"
1500,26/08/22 06:09,"[37, 38, 76, 17, 66]"
1501,26/08/22 06:10,"[82, 46]"
1502,26/08/22 06:11,[1]
1503,26/08/22 06:11,[9]
1504,26/08/22 06:13,"[31, 63, 38, 74, 58]"
1505,26/08/22 06:13,"[69, 18, 10, 35, 47, 23]"
1506,26/08/22 06:16,"[38, 72, 2]"
1507,26/08/22 06:19,"[71, 25]"
1508,26/08/22 06:19,"[46, 63]"
1509,26/08/22 06:24,"[18, 69, 31, 46, 1]"
1510,26/08/22 06:25,"[62, 10, 2, 18]"
1511,26/08/22 06:27,"[64, 79, 2]"
1512,26/08/22 06:31,"[21, 37, 56, 71]"
1513,26/08/22 06:33,"[33, 26]"
1514,26/08/22 06:34,[82]
1515,26/08/22 06:35,"[52, 1, 30]"
1516,26/08/22 06:35,"[44, 46, 28, 67, 25]"
1517,26/08/22 06:38,"[32, 76, 29, 27]"
1518,26/08/22 06:39,"[62, 52, 16, 74]"
1519,26/08/22 06:43,"[18, 80, 12]"
1520,26/08/22 06:43,"[21, 6, 82, 58]"
1521,26/08/22 06:47,"[67, 23]"
1522,26/08/22 06:49,"[82, 77, 82]"
1523,26/08/22 06:50,[30]
1524,26/08/22 06:50,"[40, 29, 78]"
1525,26/08/22 06:52,"[61, 65, 80]"
1526,26/08/22 06:53,"[50, 2, 17]"
1527,26/08/22 06:53,"[53, 57, 20]"
1528,26/08/22 06:53,"[17, 70]"
1529,26/08/22 06:53,"[3, 3, 26, 47, 76]"
1530,26/08/22 06:54,"[51, 16, 2, 52]"
1531,26/08/22 06:54,"[34, 5, 40, 47, 20]"
1532,26/08/22 06:56,[35]
1533,26/08/22 06:57,"[30, 35, 32]"
1534,26/08/22 06:57,"[84, 63, 14, 6]"
1535,26/08/22 06:58,"[27, 47, 32, 31, 40]"
1536,26/08/22 06:59,"[54, 24]"
1537,26/08/22 06:59,[60]
1538,26/08/22 06:59,"[66, 9, 72, 45]"
1539,26/08/22 07:00,"[15, 15]"
1540,26/08/22 07:00,"[29, 48, 15]"
1541,26/08/22 07:01,"[30, 66, 31, 28]"
1542,26/08/22 07:02,"[66, 64, 15, 27, 52]"
1543,26/08/22 07:03,"[35, 43, 53, 33, 57]"
1544,26/08/22 07:03,"[67, 72]"
1545,26/08/22 07:06,"[63, 76, 5]"
1546,26/08/22 07:07,"[1, 40]"
1547,26/08/22 07:08,"[72, 28, 76]"
1548,26/08/22 07:08,"[45, 50, 50]"
1549,26/08/22 07:11,"[12, 56, 7]"
1550,26/08/22 07:11,"[39, 52]"
1551,26/08/22 07:12,"[16, 72, 46]"
1552,26/08/22 07:12,"[26, 47]"
1553,26/08/22 07:12,"[70, 83, 69]"
1554,26/08/22 07:15,"[47, 76, 5, 30]"
1555,26/08/22 07:16,"[32, 21, 83, 30, 84, 80]"
1556,26/08/22 07:18,"[63, 67]"
1557,26/08/22 07:18,"[63, 63]"
1558,26/08/22 07:21,"[39, 3, 63]"
1559,26/08/22 07:26,"[3, 74]"
1560,26/08/22 07:26,"[33, 23]"
1561,26/08/22 07:26,"[38, 28, 45]"
1562,26/08/22 07:28,"[77, 71, 15, 35]"
1563,26/08/22 07:28,"[33, 71, 82]"
1564,26/08/22 07:28,"[20, 44]"
1565,26/08/22 07:29,"[24, 33, 1, 67, 10, 9, 17]"
1566,26/08/22 07:29,"[68, 24, 72, 52, 70]"
1567,26/08/22 07:29,"[54, 62, 42, 1]"
1568,26/08/22 07:31,"[12, 8, 46, 66]"
1569,26/08/22 07:32,"[56, 66, 40]"
1570,26/08/22 07:33,"[79, 34, 33]"
1571,26/08/22 07:34,"[63, 56, 69]"
1572,26/08/22 07:34,"[58, 6, 85]"
1573,26/08/22 07:35,"[2, 25, 24, 42, 67, 15]"
1574,26/08/22 07:36,"[77, 62, 25, 3, 7]"
1575,26/08/22 07:38,"[47, 65, 20, 69, 69, 19]"
1576,26/08/22 07:43,"[15, 18]"
1577,26/08/22 07:43,"[32, 53, 9, 82]"
1578,26/08/22 07:46,[43]
1579,26/08/22 07:50,"[17, 63]"
1580,26/08/22 07:51,"[57, 46, 69, 45, 14]"
1581,26/08/22 07:52,"[47, 19, 85]"
1582,26/08/22 07:53,"[8, 44, 71]"
1583,26/08/22 07:53,"[9, 57]"
1584,26/08/22 07:54,"[76, 66]"
1585,26/08/22 07:55,"[54, 71, 48, 22, 78]"
1586,26/08/22 07:55,"[71, 47, 28, 77, 2]"
1587,26/08/22 07:56,"[14, 12, 46, 69, 47, 65]"
1588,26/08/22 07:58,"[34, 72, 8, 32, 10]"
1589,26/08/22 07:59,"[50, 18]"
1590,26/08/22 07:59,"[49, 30, 67]"
1591,26/08/22 08:02,"[14, 2, 28]"
1592,26/08/22 08:04,"[55, 60, 79, 1]"
1593,26/08/22 08:05,"[35, 76, 32, 53]"
1594,26/08/22 08:05,"[31, 20, 83, 15]"
1595,26/08/22 08:07,"[46, 18, 67]"
1596,26/08/22 08:08,"[49, 69, 32]"
1597,26/08/22 08:09,"[70, 31, 79, 1, 20]"
1598,26/08/22 08:09,"[26, 5]"
1599,26/08/22 08:11,"[33, 23]"
1600,26/08/22 08:12,"[77, 47]"
1601,26/08/22 08:13,"[82, 16]"
1602,26/08/22 08:13,"[67, 17, 73]"
1603,26/08/22 08:13,"[42, 47]"
1604,26/08/22 08:14,"[1, 24, 9, 74]"
1605,26/08/22 08:15,"[53, 17, 26]"
1606,26/08/22 08:15,"[74, 31, 35, 5]"
1607,26/08/22 08:17,"[50, 6, 3]"
1608,26/08/22 08:17,"[39, 18, 6]"
1609,26/08/22 08:18,"[58, 50, 52, 28]"
1610,26/08/22 08:18,"[77, 26]"
1611,26/08/22 08:25,"[17, 42]"
1612,26/08/22 08:30,"[26, 3, 60, 14]"
1613,26/08/22 08:31,"[2, 39]"
1614,26/08/22 08:31,"[67, 27, 34]"
1615,26/08/22 08:31,"[9, 75, 40]"
1616,26/08/22 08:33,"[55, 1, 52, 35]"
1617,26/08/22 08:33,"[4, 67]"
1618,26/08/22 08:40,"[36, 2, 80]"
1619,26/08/22 08:41,"[34, 85, 25, 74]"
1620,26/08/22 08:42,"[5, 30, 34, 57]"
1621,26/08/22 08:44,"[47, 20, 69]"
1622,26/08/22 08:47,[63]
1623,26/08/22 08:47,"[73, 34, 67, 66, 63, 60]"
1624,26/08/22 08:49,"[10, 62, 77]"
1625,26/08/22 08:53,"[71, 23, 39, 80]"
1626,26/08/22 08:54,"[70, 18]"
1627,26/08/22 08:54,"[31, 71, 28, 77]"
1628,26/08/22 08:54,"[82, 20, 74]"
1629,26/08/22 08:55,"[20, 38, 57, 54, 30, 83]"
1630,26/08/22 08:57,"[74, 24, 87, 16]"
1631,26/08/22 08:58,"[20, 26, 25]"
1632,26/08/22 08:59,"[6, 31]"
1633,26/08/22 09:00,"[78, 74, 62, 28, 46]"
1634,26/08/22 09:01,"[31, 40, 2, 71]"
1635,26/08/22 09:01,"[85, 62, 60]"
1636,26/08/22 09:03,"[54, 26, 35, 35, 3]"
1637,26/08/22 09:04,"[31, 60, 74, 82, 2, 1, 17]"
1638,26/08/22 09:04,"[65, 28]"
1639,26/08/22 09:05,"[74, 14, 85, 76, 1]"
1640,26/08/22 09:05,"[76, 1, 15, 41]"
1641,26/08/22 09:06,"[46, 34]"
1642,26/08/22 09:07,"[1, 18]"
1643,26/08/22 09:07,"[71, 8, 54, 83]"
1644,26/08/22 09:09,[33]
1645,26/08/22 09:09,"[79, 64, 72, 77, 62]"
1646,26/08/22 09:12,"[35, 56]"
1647,26/08/22 09:12,"[35, 72, 72, 8]"
1648,26/08/22 09:13,"[40, 67, 27]"
1649,26/08/22 09:17,"[41, 78, 21, 17]"
1650,26/08/22 09:17,"[5, 26, 13]"
1651,26/08/22 09:17,"[62, 27]"
1652,26/08/22 09:18,"[29, 56]"
1653,26/08/22 09:20,"[26, 80, 83, 31, 84, 5]"
1654,26/08/22 09:21,"[34, 65, 9, 4, 1, 54]"
1655,26/08/22 09:22,"[9, 31, 78]"
1656,26/08/22 09:22,"[74, 38, 32, 58]"
1657,26/08/22 09:23,"[6, 8, 33, 35]"
1658,26/08/22 09:23,[34]
1659,26/08/22 09:24,"[71, 65, 50, 67, 84]"
1660,26/08/22 09:24,"[40, 39, 35]"
1661,26/08/22 09:25,"[53, 47, 67]"
1662,26/08/22 09:25,"[31, 63, 57, 33]"
1663,26/08/22 09:26,"[50, 44, 62, 8, 32]"
1664,26/08/22 09:26,"[76, 16, 53, 34, 5]"
1665,26/08/22 09:28,"[62, 63, 80]"
1666,26/08/22 09:29,"[44, 47]"
1667,26/08/22 09:29,"[5, 28, 76, 53]"
1668,26/08/22 09:30,"[39, 30]"
1669,26/08/22 09:31,"[1, 76, 56]"
1670,26/08/22 09:32,"[46, 57, 50, 67, 1]"
1671,26/08/22 09:33,"[39, 60, 28]"
1672,26/08/22 09:34,"[35, 70]"
1673,26/08/22 09:34,[66]
1674,26/08/22 09:36,"[82, 12, 63]"
1675,26/08/22 09:37,"[80, 41, 62, 29]"
1676,26/08/22 09:37,"[15, 9, 83, 53, 80, 32]"
1677,26/08/22 09:37,"[14, 5]"
1679,26/08/22 09:38,"[40, 71, 71]"
1678,26/08/22 09:38,"[15, 58, 74]"
1680,26/08/22 09:39,"[62, 58, 35, 47, 46]"
1681,26/08/22 09:39,"[70, 77, 31, 64]"
1682,26/08/22 09:40,"[33, 3, 72, 65]"
1683,26/08/22 09:43,"[10, 84, 65]"
1684,26/08/22 09:44,"[10, 9]"
1685,26/08/22 09:44,"[17, 77]"
1686,26/08/22 09:47,"[83, 47]"
1687,26/08/22 09:48,"[77, 15, 34, 3, 43, 76, 25]"
1688,26/08/22 09:50,"[60, 55]"
1689,26/08/22 09:50,"[71, 24]"
1690,26/08/22 09:51,"[65, 74, 64, 58]"
1691,26/08/22 09:51,"[84, 52, 24, 6]"
1692,26/08/22 09:53,"[22, 7, 7]"
1693,26/08/22 09:54,"[8, 84]"
1694,26/08/22 09:55,[62]
1695,26/08/22 09:58,"[25, 17, 2, 38]"
1696,26/08/22 09:59,"[37, 1, 69, 53]"
1697,26/08/22 10:00,"[84, 18, 76]"
1698,26/08/22 10:00,"[21, 71]"
1699,26/08/22 10:01,"[40, 30, 51]"
1700,26/08/22 10:01,"[34, 60]"
1701,26/08/22 10:02,"[30, 69, 30, 63, 32, 79]"
1702,26/08/22 10:02,"[66, 54, 33, 21]"
1703,26/08/22 10:02,"[21, 9, 70, 28]"
1704,26/08/22 10:02,"[20, 53, 18]"
1705,26/08/22 10:03,"[56, 5, 27, 4, 30]"
1706,26/08/22 10:03,"[66, 25, 26]"
1707,26/08/22 10:04,"[38, 77, 52, 45, 76]"
1708,26/08/22 10:04,"[46, 20, 62]"
1709,26/08/22 10:04,"[22, 62, 24, 16]"
1710,26/08/22 10:04,"[60, 57, 75]"
1711,26/08/22 10:04,"[10, 63]"
1712,26/08/22 10:08,"[72, 28]"
1713,26/08/22 10:09,[58]
1714,26/08/22 10:11,"[47, 38, 52]"
1715,26/08/22 10:12,"[27, 25, 42, 67]"
1716,26/08/22 10:13,[6]
1717,26/08/22 10:14,"[66, 14, 22]"
1718,26/08/22 10:15,"[59, 3, 83]"
1719,26/08/22 10:16,"[70, 38, 84]"
1720,26/08/22 10:16,"[1, 77]"
1721,26/08/22 10:20,"[56, 35]"
1722,26/08/22 10:21,"[25, 26, 80]"
1723,26/08/22 10:21,"[24, 25, 23, 67, 23]"
1724,26/08/22 10:21,"[20, 23, 25, 15, 74]"
1725,26/08/22 10:21,"[54, 77, 8]"
1726,26/08/22 10:22,[63]
1727,26/08/22 10:23,"[58, 29]"
1728,26/08/22 10:24,"[27, 47, 30]"
1729,26/08/22 10:24,"[16, 6]"
1730,26/08/22 10:25,"[7, 45, 47, 7, 39]"
1731,26/08/22 10:27,"[57, 14, 67, 66]"
1732,26/08/22 10:27,"[71, 57, 56]"
1733,26/08/22 10:27,[8]
1734,26/08/22 10:28,"[84, 24, 47]"
1735,26/08/22 10:28,"[80, 34, 6]"
1736,26/08/22 10:28,"[40, 38, 26, 40]"
1737,26/08/22 10:28,"[24, 2, 3, 58]"
1738,26/08/22 10:28,"[77, 9, 70, 67]"
1739,26/08/22 10:32,"[71, 21]"
1740,26/08/22 10:33,"[50, 72, 43]"
1741,26/08/22 10:33,"[25, 77, 33]"
1742,26/08/22 10:35,"[64, 77, 68]"
1743,26/08/22 10:36,"[40, 53, 1, 10]"
1744,26/08/22 10:36,"[4, 1, 46, 48]"
1745,26/08/22 10:38,[77]
1746,26/08/22 10:38,"[53, 54, 25]"
1747,26/08/22 10:39,"[56, 59, 70]"
1748,26/08/22 10:39,"[54, 54, 26, 18, 30]"
1749,26/08/22 10:40,"[23, 34, 76, 35, 53, 5]"
1750,26/08/22 10:40,"[1, 2]"
1751,26/08/22 10:40,"[23, 4]"
1752,26/08/22 10:40,"[57, 75, 43, 56]"
1753,26/08/22 10:41,"[72, 27]"
1754,26/08/22 10:41,"[34, 42, 67, 33, 60]"
1755,26/08/22 10:41,"[29, 52, 68]"
1756,26/08/22 10:41,"[36, 20, 83]"
1757,26/08/22 10:45,"[3, 10, 31]"
1758,26/08/22 10:46,"[21, 18]"
1759,26/08/22 10:46,"[44, 16, 56, 66]"
1760,26/08/22 10:48,"[31, 25]"
1761,26/08/22 10:48,"[29, 40, 34]"
1762,26/08/22 10:50,"[37, 40, 64, 31]"
1763,26/08/22 10:51,"[72, 26, 56, 67]"
1764,26/08/22 10:53,"[65, 5, 54, 56]"
1765,26/08/22 10:54,"[72, 3, 72]"
1766,26/08/22 10:54,"[42, 1]"
1767,26/08/22 10:55,[65]
1768,26/08/22 10:55,"[57, 1, 62, 71, 80]"
1769,26/08/22 10:56,"[33, 2, 26]"
1770,26/08/22 10:59,"[47, 50, 71]"
1771,26/08/22 11:00,"[19, 83, 59, 18, 10]"
1772,26/08/22 11:00,"[35, 57, 40, 65, 23]"
1773,26/08/22 11:01,[51]
1774,26/08/22 11:02,"[31, 76]"
1775,26/08/22 11:02,"[26, 82, 78, 46, 60]"
1776,26/08/22 11:03,"[1, 52, 46, 14]"
1777,26/08/22 11:04,"[34, 35, 1, 58, 84, 54, 66]"
1778,26/08/22 11:04,"[54, 74]"
1779,26/08/22 11:05,"[44, 35, 65]"
1780,26/08/22 11:05,"[42, 7, 8]"
1781,26/08/22 11:05,"[54, 27]"
1782,26/08/22 11:08,"[30, 18]"
1783,26/08/22 11:09,"[55, 84, 6]"
1784,26/08/22 11:09,"[79, 20, 65, 20, 18]"
1785,26/08/22 11:11,"[26, 45, 43, 50]"
1786,26/08/22 11:12,"[74, 70, 67, 65, 6, 45]"
1787,26/08/22 11:12,"[14, 72, 36, 60]"
1788,26/08/22 11:14,"[22, 62]"
1789,26/08/22 11:16,"[57, 41]"
1790,26/08/22 11:17,"[46, 3, 14, 67]"
1791,26/08/22 11:18,"[36, 75, 35]"
1792,26/08/22 11:19,"[70, 41, 63, 8]"
1793,26/08/22 11:19,"[83, 56, 52, 63, 8]"
1794,26/08/22 11:21,"[46, 30, 50]"
1795,26/08/22 11:22,[83]
1796,26/08/22 11:23,"[57, 47, 35, 74, 23, 3]"
1797,26/08/22 11:24,"[12, 5]"
1798,26/08/22 11:24,[69]
1799,26/08/22 11:25,"[40, 44, 25, 9]"
1800,26/08/22 11:25,[71]
1801,26/08/22 11:26,"[12, 56, 30]"
1802,26/08/22 11:27,"[33, 33, 70]"
1803,26/08/22 11:29,"[39, 77]"
1804,26/08/22 11:30,"[53, 55, 4, 38]"
1805,26/08/22 11:30,"[5, 28, 9, 74, 24, 66, 58, 66]"
1806,26/08/22 11:31,"[61, 76, 46, 34, 77, 56]"
1807,26/08/22 11:34,[60]
1808,26/08/22 11:35,"[47, 26, 1]"
1809,26/08/22 11:37,[38]
1810,26/08/22 11:38,"[47, 20, 84, 51, 71, 24]"
1811,26/08/22 11:40,"[84, 66, 33, 1, 71]"
1812,26/08/22 11:40,"[62, 63]"
1813,26/08/22 11:40,"[50, 70, 51, 58, 79]"
1814,26/08/22 11:41,"[30, 8, 31]"
1815,26/08/22 11:41,"[80, 78, 41]"
1816,26/08/22 11:41,"[79, 24, 33, 40, 60, 33]"
1817,26/08/22 11:42,"[60, 30]"
1818,26/08/22 11:45,[20]
1819,26/08/22 11:47,"[10, 67, 31, 66]"
1820,26/08/22 11:50,"[84, 8, 35]"
1821,26/08/22 11:50,"[37, 85]"
1822,26/08/22 11:50,"[64, 32, 72, 5]"
1823,26/08/22 11:51,"[81, 34, 26, 20]"
1824,26/08/22 11:51,"[22, 14]"
1825,26/08/22 11:52,"[67, 78, 80]"
1826,26/08/22 11:52,"[66, 56, 79, 23]"
1827,26/08/22 11:53,"[65, 67]"
1828,26/08/22 11:54,"[45, 13, 31]"
1829,26/08/22 11:54,"[67, 47, 30]"
1830,26/08/22 11:55,"[6, 27, 18, 38]"
1831,26/08/22 11:56,"[63, 3, 2, 67, 45]"
1832,26/08/22 11:57,"[2, 23, 49]"
1833,26/08/22 11:57,"[56, 29, 22, 33, 67]"
1834,26/08/22 11:58,"[33, 72]"
1835,26/08/22 11:58,"[26, 32, 83]"
1836,26/08/22 11:58,"[47, 71, 14]"
1837,26/08/22 11:59,"[6, 79, 78]"
1838,26/08/22 12:00,"[70, 62]"
1839,26/08/22 12:00,"[54, 54]"
1840,26/08/22 12:01,"[67, 72, 8]"
1841,26/08/22 12:01,"[46, 63]"
1842,26/08/22 12:02,"[77, 1, 83]"
1843,26/08/22 12:02,"[40, 71, 28]"
1844,26/08/22 12:05,"[58, 33, 4, 34]"
1845,26/08/22 12:05,"[62, 78, 83, 84]"
1846,26/08/22 12:08,"[44, 35, 44, 56]"
1847,26/08/22 12:08,"[41, 54, 32]"
1848,26/08/22 12:08,"[21, 2, 65]"
1849,26/08/22 12:08,"[65, 34, 83, 20]"
1850,26/08/22 12:08,"[34, 77, 21, 84, 24]"
1851,26/08/22 12:09,"[31, 57, 67, 20, 29]"
1852,26/08/22 12:09,"[25, 3, 3, 5, 68]"
1853,26/08/22 12:10,"[67, 10, 46, 4]"
1854,26/08/22 12:12,"[6, 40, 1]"
1855,26/08/22 12:12,"[20, 54, 72]"
1856,26/08/22 12:13,"[32, 53, 29, 70, 32, 55]"
1857,26/08/22 12:13,"[51, 54, 54, 8]"
1858,26/08/22 12:14,"[39, 63, 23, 29]"
1859,26/08/22 12:14,[66]
1860,26/08/22 12:15,"[37, 20, 6, 45]"
1861,26/08/22 12:16,"[28, 2, 18, 25]"
1862,26/08/22 12:17,"[23, 66, 76, 59, 31, 7]"
1863,26/08/22 12:18,"[2, 3, 30]"
1864,26/08/22 12:18,"[26, 72, 32, 5, 38, 38, 78, 57]"
1865,26/08/22 12:18,"[2, 46, 56]"
1866,26/08/22 12:18,"[84, 78, 86]"
1867,26/08/22 12:18,"[52, 5, 74]"
1868,26/08/22 12:18,"[28, 85]"
1869,26/08/22 12:20,"[78, 26, 6]"
1870,26/08/22 12:22,"[71, 79, 14, 1]"
1871,26/08/22 12:23,"[29, 19]"
1872,26/08/22 12:24,"[24, 20, 50, 83, 62]"
1873,26/08/22 12:31,"[46, 6, 79, 57, 1]"
1874,26/08/22 12:32,"[3, 64, 31]"
1875,26/08/22 12:32,"[38, 20, 29, 29, 32]"
1876,26/08/22 12:33,"[33, 78]"
1877,26/08/22 12:35,"[70, 84, 16, 76, 82]"
1878,26/08/22 12:38,"[56, 4]"
1879,26/08/22 12:39,"[3, 54, 30, 33, 53, 77]"
1880,26/08/22 12:39,"[14, 35]"
1881,26/08/22 12:39,"[41, 84, 66, 47, 48]"
1882,26/08/22 12:40,"[54, 86]"
1883,26/08/22 12:41,"[15, 71, 62, 7, 14]"
1884,26/08/22 12:42,"[35, 6, 65, 2, 51, 53, 84]"
1885,26/08/22 12:42,"[66, 35]"
1886,26/08/22 12:42,"[16, 47, 56, 76, 77, 71]"
1887,26/08/22 12:43,"[21, 69, 23]"
1888,26/08/22 12:43,"[67, 14, 31, 63, 58, 20]"
1889,26/08/22 12:43,"[64, 57]"
1890,26/08/22 12:43,"[53, 58, 25, 72, 84]"
1891,26/08/22 12:44,"[84, 26]"
1892,26/08/22 12:44,"[70, 57, 65]"
1893,26/08/22 12:44,"[47, 54, 6]"
1894,26/08/22 12:45,"[35, 71]"
1895,26/08/22 12:49,"[7, 84]"
1896,26/08/22 12:51,"[8, 4]"
1897,26/08/22 12:51,"[46, 3, 60, 5, 84]"
1898,26/08/22 12:53,"[34, 63]"
1899,26/08/22 12:56,[70]
1900,26/08/22 12:57,"[47, 63, 39]"
1901,26/08/22 12:58,[33]
1902,26/08/22 12:59,"[76, 40, 84]"
1903,26/08/22 13:01,"[66, 1, 62, 37]"
1904,26/08/22 13:02,"[20, 24, 35, 72]"
1905,26/08/22 13:02,"[2, 17, 63, 82]"
1906,26/08/22 13:02,"[15, 8, 63, 1, 1, 66, 31]"
1907,26/08/22 13:04,"[71, 44, 79, 38]"
1908,26/08/22 13:04,"[33, 76]"
1909,26/08/22 13:06,"[32, 22]"
1910,26/08/22 13:07,"[65, 63, 76, 70]"
1911,26/08/22 13:07,"[60, 57]"
1912,26/08/22 13:07,"[35, 28, 67, 78, 40]"
1913,26/08/22 13:08,"[86, 53, 47]"
1914,26/08/22 13:08,"[30, 4, 28, 25]"
1915,26/08/22 13:09,[30]
1916,26/08/22 13:10,"[71, 38]"
1917,26/08/22 13:11,"[63, 66, 3, 31, 24]"
1918,26/08/22 13:12,"[39, 85]"
1919,26/08/22 13:12,"[2, 73]"
1920,26/08/22 13:13,"[24, 52, 5, 3]"
1921,26/08/22 13:13,"[46, 40, 2, 10]"
1922,26/08/22 13:14,"[63, 1]"
1923,26/08/22 13:15,"[70, 50, 74, 25, 46]"
1924,26/08/22 13:15,"[2, 27, 64]"
1925,26/08/22 13:18,"[7, 3, 9]"
1926,26/08/22 13:19,"[70, 78, 67, 14]"
1927,26/08/22 13:19,"[23, 65, 32]"
1928,26/08/22 13:20,"[26, 39, 20, 84]"
1929,26/08/22 13:20,"[46, 53]"
1930,26/08/22 13:21,"[63, 26, 84]"
1931,26/08/22 13:22,"[50, 34, 15, 70]"
1932,26/08/22 13:24,"[72, 57, 63, 83, 78, 20]"
1933,26/08/22 13:26,"[14, 32, 16, 52, 62, 46, 60]"
1934,26/08/22 13:26,[2]
1935,26/08/22 13:26,"[31, 28]"
1936,26/08/22 13:27,"[11, 57, 1, 6, 51]"
1937,26/08/22 13:28,"[40, 65]"
1938,26/08/22 13:28,"[5, 73, 59, 77, 79]"
1939,26/08/22 13:29,"[62, 1, 26, 37]"
1940,26/08/22 13:31,[27]
1941,26/08/22 13:32,"[73, 66, 77, 70]"
1942,26/08/22 13:32,"[46, 17, 51]"
1943,26/08/22 13:32,"[49, 23, 51, 33, 24, 70]"
1944,26/08/22 13:32,"[62, 10, 21, 71, 22, 83]"
1945,26/08/22 13:34,"[67, 31]"
1946,26/08/22 13:34,"[27, 34]"
1947,26/08/22 13:35,[57]
1948,26/08/22 13:38,"[74, 22, 77, 67]"
1949,26/08/22 13:38,"[35, 58]"
1950,26/08/22 13:38,[48]
1951,26/08/22 13:39,"[70, 69, 33, 8]"
1952,26/08/22 13:39,"[79, 79, 1]"
1953,26/08/22 13:43,"[6, 30, 57]"
1954,26/08/22 13:44,"[29, 50]"
1955,26/08/22 13:44,"[77, 65]"
1956,26/08/22 13:45,"[60, 70]"
1957,26/08/22 13:47,"[75, 60]"
1958,26/08/22 13:49,"[65, 47, 31]"
