courier_id,order_id,accept_time,deliver_time,waiting_time,waiting_time_minutes
760,12842,2022-08-30 10:00:00,2022-08-30 10:21:00,0 days 00:21:00,21
64,12843,2022-08-30 10:01:00,2022-08-30 10:23:00,0 days 00:22:00,22
449,12844,2022-08-30 10:01:00,2022-08-30 10:17:00,0 days 00:16:00,16
576,12845,2022-08-30 10:01:00,2022-08-30 10:21:00,0 days 00:20:00,20
746,12846,2022-08-30 10:02:00,2022-08-30 10:20:00,0 days 00:18:00,18
914,12847,2022-08-30 10:02:00,2022-08-30 10:21:00,0 days 00:19:00,19
761,12848,2022-08-30 10:03:00,2022-08-30 10:24:00,0 days 00:21:00,21
386,12850,2022-08-30 10:03:00,2022-08-30 10:23:00,0 days 00:20:00,20
944,12851,2022-08-30 10:03:00,2022-08-30 10:21:00,0 days 00:18:00,18
306,12852,2022-08-30 10:03:00,2022-08-30 10:23:00,0 days 00:20:00,20
766,12853,2022-08-30 10:04:00,2022-08-30 10:24:00,0 days 00:20:00,20
701,12854,2022-08-30 10:04:00,2022-08-30 10:25:00,0 days 00:21:00,21
843,12855,2022-08-30 10:04:00,2022-08-30 10:28:00,0 days 00:24:00,24
1015,12856,2022-08-30 10:04:00,2022-08-30 10:23:00,0 days 00:19:00,19
121,12857,2022-08-30 10:05:00,2022-08-30 10:28:00,0 days 00:23:00,23
733,12858,2022-08-30 10:05:00,2022-08-30 10:27:00,0 days 00:22:00,22
86,12859,2022-08-30 10:06:00,2022-08-30 10:28:00,0 days 00:22:00,22
880,12860,2022-08-30 10:06:00,2022-08-30 10:25:00,0 days 00:19:00,19
993,12861,2022-08-30 10:07:00,2022-08-30 10:24:00,0 days 00:17:00,17
366,12862,2022-08-30 10:08:00,2022-08-30 10:27:00,0 days 00:19:00,19
68,12864,2022-08-30 10:09:00,2022-08-30 10:25:00,0 days 00:16:00,16
163,12865,2022-08-30 10:10:00,2022-08-30 10:34:00,0 days 00:24:00,24
703,12866,2022-08-30 10:10:00,2022-08-30 10:30:00,0 days 00:20:00,20
167,12867,2022-08-30 10:11:00,2022-08-30 10:35:00,0 days 00:24:00,24
809,12868,2022-08-30 10:11:00,2022-08-30 10:30:00,0 days 00:19:00,19
1095,12869,2022-08-30 10:11:00,2022-08-30 10:33:00,0 days 00:22:00,22
434,12870,2022-08-30 10:12:00,2022-08-30 10:33:00,0 days 00:21:00,21
858,12871,2022-08-30 10:12:00,2022-08-30 10:28:00,0 days 00:16:00,16
906,12872,2022-08-30 10:12:00,2022-08-30 10:35:00,0 days 00:23:00,23
426,12873,2022-08-30 10:12:00,2022-08-30 10:35:00,0 days 00:23:00,23
965,12874,2022-08-30 10:12:00,2022-08-30 10:34:00,0 days 00:22:00,22
55,12875,2022-08-30 10:13:00,2022-08-30 10:29:00,0 days 00:16:00,16
1134,12876,2022-08-30 10:13:00,2022-08-30 10:36:00,0 days 00:23:00,23
516,12877,2022-08-30 10:13:00,2022-08-30 10:31:00,0 days 00:18:00,18
603,12878,2022-08-30 10:13:00,2022-08-30 10:32:00,0 days 00:19:00,19
1352,12879,2022-08-30 10:13:00,2022-08-30 10:35:00,0 days 00:22:00,22
1191,12880,2022-08-30 10:14:00,2022-08-30 10:38:00,0 days 00:24:00,24
523,12881,2022-08-30 10:14:00,2022-08-30 10:30:00,0 days 00:16:00,16
1051,12882,2022-08-30 10:14:00,2022-08-30 10:36:00,0 days 00:22:00,22
283,12883,2022-08-30 10:15:00,2022-08-30 10:38:00,0 days 00:23:00,23
67,12884,2022-08-30 10:16:00,2022-08-30 10:37:00,0 days 00:21:00,21
447,12885,2022-08-30 10:16:00,2022-08-30 10:43:00,0 days 00:27:00,27
831,12886,2022-08-30 10:16:00,2022-08-30 10:40:00,0 days 00:24:00,24
308,12887,2022-08-30 10:17:00,2022-08-30 10:34:00,0 days 00:17:00,17
58,12888,2022-08-30 10:17:00,2022-08-30 10:32:00,0 days 00:15:00,15
71,12889,2022-08-30 10:17:00,2022-08-30 10:35:00,0 days 00:18:00,18
37,12891,2022-08-30 10:18:00,2022-08-30 10:37:00,0 days 00:19:00,19
202,12892,2022-08-30 10:18:00,2022-08-30 10:37:00,0 days 00:19:00,19
154,12893,2022-08-30 10:18:00,2022-08-30 10:33:00,0 days 00:15:00,15
821,12894,2022-08-30 10:18:00,2022-08-30 10:36:00,0 days 00:18:00,18
456,12895,2022-08-30 10:19:00,2022-08-30 10:41:00,0 days 00:22:00,22
330,12896,2022-08-30 10:19:00,2022-08-30 10:39:00,0 days 00:20:00,20
129,12897,2022-08-30 10:19:00,2022-08-30 10:38:00,0 days 00:19:00,19
542,12898,2022-08-30 10:20:00,2022-08-30 10:39:00,0 days 00:19:00,19
1184,12899,2022-08-30 10:20:00,2022-08-30 10:43:00,0 days 00:23:00,23
947,12900,2022-08-30 10:20:00,2022-08-30 10:35:00,0 days 00:15:00,15
309,12901,2022-08-30 10:20:00,2022-08-30 10:41:00,0 days 00:21:00,21
236,12902,2022-08-30 10:20:00,2022-08-30 10:43:00,0 days 00:23:00,23
1047,12903,2022-08-30 10:20:00,2022-08-30 10:35:00,0 days 00:15:00,15
698,12904,2022-08-30 10:21:00,2022-08-30 10:40:00,0 days 00:19:00,19
1027,12905,2022-08-30 10:21:00,2022-08-30 10:39:00,0 days 00:18:00,18
33,12906,2022-08-30 10:22:00,2022-08-30 10:37:00,0 days 00:15:00,15
1396,12907,2022-08-30 10:22:00,2022-08-30 10:41:00,0 days 00:19:00,19
1205,12908,2022-08-30 10:22:00,2022-08-30 10:42:00,0 days 00:20:00,20
591,12909,2022-08-30 10:23:00,2022-08-30 10:44:00,0 days 00:21:00,21
784,12910,2022-08-30 10:23:00,2022-08-30 10:48:00,0 days 00:25:00,25
243,12911,2022-08-30 10:24:00,2022-08-30 10:44:00,0 days 00:20:00,20
989,12912,2022-08-30 10:24:00,2022-08-30 10:44:00,0 days 00:20:00,20
963,12913,2022-08-30 10:24:00,2022-08-30 10:40:00,0 days 00:16:00,16
849,12914,2022-08-30 10:24:00,2022-08-30 10:49:00,0 days 00:25:00,25
729,12915,2022-08-30 10:25:00,2022-08-30 10:45:00,0 days 00:20:00,20
515,12916,2022-08-30 10:25:00,2022-08-30 10:43:00,0 days 00:18:00,18
472,12917,2022-08-30 10:26:00,2022-08-30 10:48:00,0 days 00:22:00,22
59,12918,2022-08-30 10:26:00,2022-08-30 10:50:00,0 days 00:24:00,24
691,12919,2022-08-30 10:27:00,2022-08-30 10:48:00,0 days 00:21:00,21
381,12920,2022-08-30 10:27:00,2022-08-30 10:45:00,0 days 00:18:00,18
36,12921,2022-08-30 10:28:00,2022-08-30 10:45:00,0 days 00:17:00,17
1382,12922,2022-08-30 10:28:00,2022-08-30 10:47:00,0 days 00:19:00,19
1363,12923,2022-08-30 10:29:00,2022-08-30 10:47:00,0 days 00:18:00,18
577,12926,2022-08-30 10:29:00,2022-08-30 10:52:00,0 days 00:23:00,23
607,12927,2022-08-30 10:29:00,2022-08-30 10:50:00,0 days 00:21:00,21
196,12928,2022-08-30 10:29:00,2022-08-30 10:52:00,0 days 00:23:00,23
476,12929,2022-08-30 10:29:00,2022-08-30 10:53:00,0 days 00:24:00,24
1118,12930,2022-08-30 10:29:00,2022-08-30 10:47:00,0 days 00:18:00,18
953,12931,2022-08-30 10:30:00,2022-08-30 10:53:00,0 days 00:23:00,23
340,12933,2022-08-30 10:30:00,2022-08-30 10:50:00,0 days 00:20:00,20
811,12934,2022-08-30 10:31:00,2022-08-30 10:50:00,0 days 00:19:00,19
880,12935,2022-08-30 10:31:00,2022-08-30 10:49:00,0 days 00:18:00,18
628,12936,2022-08-30 10:31:00,2022-08-30 10:48:00,0 days 00:17:00,17
482,12937,2022-08-30 10:31:00,2022-08-30 10:51:00,0 days 00:20:00,20
848,12938,2022-08-30 10:31:00,2022-08-30 10:56:00,0 days 00:25:00,25
382,12939,2022-08-30 10:32:00,2022-08-30 10:54:00,0 days 00:22:00,22
140,12940,2022-08-30 10:32:00,2022-08-30 10:50:00,0 days 00:18:00,18
637,12941,2022-08-30 10:33:00,2022-08-30 10:49:00,0 days 00:16:00,16
269,12942,2022-08-30 10:33:00,2022-08-30 10:55:00,0 days 00:22:00,22
855,12943,2022-08-30 10:34:00,2022-08-30 10:54:00,0 days 00:20:00,20
298,12944,2022-08-30 10:34:00,2022-08-30 10:53:00,0 days 00:19:00,19
416,12945,2022-08-30 10:34:00,2022-08-30 10:49:00,0 days 00:15:00,15
227,12946,2022-08-30 10:35:00,2022-08-30 10:55:00,0 days 00:20:00,20
529,12947,2022-08-30 10:36:00,2022-08-30 10:56:00,0 days 00:20:00,20
84,12948,2022-08-30 10:36:00,2022-08-30 10:56:00,0 days 00:20:00,20
158,12949,2022-08-30 10:36:00,2022-08-30 10:58:00,0 days 00:22:00,22
1213,12950,2022-08-30 10:36:00,2022-08-30 10:53:00,0 days 00:17:00,17
1229,12951,2022-08-30 10:36:00,2022-08-30 10:57:00,0 days 00:21:00,21
117,12952,2022-08-30 10:37:00,2022-08-30 10:54:00,0 days 00:17:00,17
520,12954,2022-08-30 10:38:00,2022-08-30 11:00:00,0 days 00:22:00,22
141,12955,2022-08-30 10:38:00,2022-08-30 11:00:00,0 days 00:22:00,22
291,12956,2022-08-30 10:38:00,2022-08-30 10:55:00,0 days 00:17:00,17
401,12957,2022-08-30 10:38:00,2022-08-30 10:58:00,0 days 00:20:00,20
752,12958,2022-08-30 10:38:00,2022-08-30 10:55:00,0 days 00:17:00,17
99,12959,2022-08-30 10:38:00,2022-08-30 10:59:00,0 days 00:21:00,21
1058,12960,2022-08-30 10:38:00,2022-08-30 10:58:00,0 days 00:20:00,20
1150,12961,2022-08-30 10:38:00,2022-08-30 10:59:00,0 days 00:21:00,21
581,12962,2022-08-30 10:38:00,2022-08-30 11:04:00,0 days 00:26:00,26
121,12963,2022-08-30 10:39:00,2022-08-30 10:54:00,0 days 00:15:00,15
329,12964,2022-08-30 10:39:00,2022-08-30 10:51:00,0 days 00:12:00,12
988,12965,2022-08-30 10:39:00,2022-08-30 10:54:00,0 days 00:15:00,15
473,12966,2022-08-30 10:39:00,2022-08-30 10:54:00,0 days 00:15:00,15
1133,12967,2022-08-30 10:40:00,2022-08-30 11:02:00,0 days 00:22:00,22
1256,12968,2022-08-30 10:41:00,2022-08-30 11:03:00,0 days 00:22:00,22
1141,12969,2022-08-30 10:42:00,2022-08-30 11:02:00,0 days 00:20:00,20
116,12970,2022-08-30 10:42:00,2022-08-30 11:03:00,0 days 00:21:00,21
445,12971,2022-08-30 10:42:00,2022-08-30 11:04:00,0 days 00:22:00,22
1373,12972,2022-08-30 10:43:00,2022-08-30 10:57:00,0 days 00:14:00,14
530,12973,2022-08-30 10:44:00,2022-08-30 11:04:00,0 days 00:20:00,20
819,12974,2022-08-30 10:45:00,2022-08-30 11:04:00,0 days 00:19:00,19
286,12975,2022-08-30 10:45:00,2022-08-30 11:02:00,0 days 00:17:00,17
201,12976,2022-08-30 10:45:00,2022-08-30 11:06:00,0 days 00:21:00,21
159,12977,2022-08-30 10:45:00,2022-08-30 11:02:00,0 days 00:17:00,17
70,12978,2022-08-30 10:46:00,2022-08-30 11:02:00,0 days 00:16:00,16
29,12979,2022-08-30 10:46:00,2022-08-30 11:09:00,0 days 00:23:00,23
185,12980,2022-08-30 10:46:00,2022-08-30 11:04:00,0 days 00:18:00,18
111,12981,2022-08-30 10:47:00,2022-08-30 11:05:00,0 days 00:18:00,18
790,12982,2022-08-30 10:47:00,2022-08-30 11:10:00,0 days 00:23:00,23
137,12983,2022-08-30 10:47:00,2022-08-30 11:02:00,0 days 00:15:00,15
21,12984,2022-08-30 10:48:00,2022-08-30 11:09:00,0 days 00:21:00,21
175,12985,2022-08-30 10:48:00,2022-08-30 11:07:00,0 days 00:19:00,19
1149,12987,2022-08-30 10:48:00,2022-08-30 11:11:00,0 days 00:23:00,23
179,12988,2022-08-30 10:48:00,2022-08-30 11:05:00,0 days 00:17:00,17
294,12989,2022-08-30 10:48:00,2022-08-30 11:05:00,0 days 00:17:00,17
997,12990,2022-08-30 10:48:00,2022-08-30 11:03:00,0 days 00:15:00,15
240,12991,2022-08-30 10:50:00,2022-08-30 11:09:00,0 days 00:19:00,19
71,12992,2022-08-30 10:50:00,2022-08-30 11:14:00,0 days 00:24:00,24
1142,12993,2022-08-30 10:50:00,2022-08-30 11:12:00,0 days 00:22:00,22
588,12994,2022-08-30 10:51:00,2022-08-30 11:14:00,0 days 00:23:00,23
1379,12995,2022-08-30 10:51:00,2022-08-30 11:13:00,0 days 00:22:00,22
448,12996,2022-08-30 10:51:00,2022-08-30 11:15:00,0 days 00:24:00,24
442,12997,2022-08-30 10:51:00,2022-08-30 11:14:00,0 days 00:23:00,23
1117,12998,2022-08-30 10:52:00,2022-08-30 11:16:00,0 days 00:24:00,24
57,12999,2022-08-30 10:52:00,2022-08-30 11:11:00,0 days 00:19:00,19
1157,13000,2022-08-30 10:53:00,2022-08-30 11:11:00,0 days 00:18:00,18
832,13001,2022-08-30 10:53:00,2022-08-30 11:12:00,0 days 00:19:00,19
729,13002,2022-08-30 10:53:00,2022-08-30 11:17:00,0 days 00:24:00,24
332,13003,2022-08-30 10:54:00,2022-08-30 11:12:00,0 days 00:18:00,18
505,13004,2022-08-30 10:56:00,2022-08-30 11:18:00,0 days 00:22:00,22
287,13005,2022-08-30 10:56:00,2022-08-30 11:21:00,0 days 00:25:00,25
784,13006,2022-08-30 10:56:00,2022-08-30 11:13:00,0 days 00:17:00,17
113,13007,2022-08-30 10:56:00,2022-08-30 11:19:00,0 days 00:23:00,23
1036,13008,2022-08-30 10:56:00,2022-08-30 11:17:00,0 days 00:21:00,21
277,13009,2022-08-30 10:56:00,2022-08-30 11:14:00,0 days 00:18:00,18
922,13010,2022-08-30 10:57:00,2022-08-30 11:14:00,0 days 00:17:00,17
1310,13011,2022-08-30 10:58:00,2022-08-30 11:24:00,0 days 00:26:00,26
434,13012,2022-08-30 10:58:00,2022-08-30 11:13:00,0 days 00:15:00,15
1050,13013,2022-08-30 10:58:00,2022-08-30 11:17:00,0 days 00:19:00,19
924,13015,2022-08-30 10:59:00,2022-08-30 11:24:00,0 days 00:25:00,25
1205,13016,2022-08-30 11:00:00,2022-08-30 11:19:00,0 days 00:19:00,19
705,13017,2022-08-30 11:00:00,2022-08-30 11:17:00,0 days 00:17:00,17
668,13020,2022-08-30 11:02:00,2022-08-30 11:23:00,0 days 00:21:00,21
1184,13021,2022-08-30 11:02:00,2022-08-30 11:24:00,0 days 00:22:00,22
727,13022,2022-08-30 11:02:00,2022-08-30 11:23:00,0 days 00:21:00,21
545,13023,2022-08-30 11:03:00,2022-08-30 11:22:00,0 days 00:19:00,19
258,13024,2022-08-30 11:03:00,2022-08-30 11:25:00,0 days 00:22:00,22
522,13025,2022-08-30 11:03:00,2022-08-30 11:25:00,0 days 00:22:00,22
844,13026,2022-08-30 11:03:00,2022-08-30 11:22:00,0 days 00:19:00,19
753,13027,2022-08-30 11:04:00,2022-08-30 11:23:00,0 days 00:19:00,19
817,13028,2022-08-30 11:04:00,2022-08-30 11:23:00,0 days 00:19:00,19
570,13029,2022-08-30 11:04:00,2022-08-30 11:22:00,0 days 00:18:00,18
585,13030,2022-08-30 11:04:00,2022-08-30 11:29:00,0 days 00:25:00,25
289,13031,2022-08-30 11:04:00,2022-08-30 11:22:00,0 days 00:18:00,18
589,13032,2022-08-30 11:05:00,2022-08-30 11:22:00,0 days 00:17:00,17
225,13033,2022-08-30 11:05:00,2022-08-30 11:22:00,0 days 00:17:00,17
756,13034,2022-08-30 11:05:00,2022-08-30 11:27:00,0 days 00:22:00,22
1031,13035,2022-08-30 11:05:00,2022-08-30 11:25:00,0 days 00:20:00,20
331,13036,2022-08-30 11:06:00,2022-08-30 11:23:00,0 days 00:17:00,17
839,13037,2022-08-30 11:06:00,2022-08-30 11:21:00,0 days 00:15:00,15
696,13038,2022-08-30 11:06:00,2022-08-30 11:25:00,0 days 00:19:00,19
373,13039,2022-08-30 11:06:00,2022-08-30 11:24:00,0 days 00:18:00,18
875,13040,2022-08-30 11:07:00,2022-08-30 11:24:00,0 days 00:17:00,17
760,13041,2022-08-30 11:07:00,2022-08-30 11:25:00,0 days 00:18:00,18
384,13042,2022-08-30 11:08:00,2022-08-30 11:31:00,0 days 00:23:00,23
1352,13043,2022-08-30 11:08:00,2022-08-30 11:29:00,0 days 00:21:00,21
842,13044,2022-08-30 11:08:00,2022-08-30 11:31:00,0 days 00:23:00,23
1367,13045,2022-08-30 11:08:00,2022-08-30 11:33:00,0 days 00:25:00,25
325,13046,2022-08-30 11:09:00,2022-08-30 11:28:00,0 days 00:19:00,19
616,13047,2022-08-30 11:09:00,2022-08-30 11:25:00,0 days 00:16:00,16
165,13048,2022-08-30 11:09:00,2022-08-30 11:31:00,0 days 00:22:00,22
1070,13049,2022-08-30 11:09:00,2022-08-30 11:31:00,0 days 00:22:00,22
1164,13050,2022-08-30 11:10:00,2022-08-30 11:32:00,0 days 00:22:00,22
23,13051,2022-08-30 11:10:00,2022-08-30 11:29:00,0 days 00:19:00,19
1162,13052,2022-08-30 11:10:00,2022-08-30 11:34:00,0 days 00:24:00,24
860,13053,2022-08-30 11:10:00,2022-08-30 11:26:00,0 days 00:16:00,16
898,13054,2022-08-30 11:11:00,2022-08-30 11:32:00,0 days 00:21:00,21
291,13055,2022-08-30 11:11:00,2022-08-30 11:32:00,0 days 00:21:00,21
699,13056,2022-08-30 11:12:00,2022-08-30 11:31:00,0 days 00:19:00,19
1085,13057,2022-08-30 11:13:00,2022-08-30 11:31:00,0 days 00:18:00,18
762,13058,2022-08-30 11:13:00,2022-08-30 11:32:00,0 days 00:19:00,19
769,13059,2022-08-30 11:13:00,2022-08-30 11:35:00,0 days 00:22:00,22
676,13060,2022-08-30 11:13:00,2022-08-30 11:35:00,0 days 00:22:00,22
811,13061,2022-08-30 11:13:00,2022-08-30 11:34:00,0 days 00:21:00,21
995,13062,2022-08-30 11:14:00,2022-08-30 11:35:00,0 days 00:21:00,21
540,13063,2022-08-30 11:14:00,2022-08-30 11:38:00,0 days 00:24:00,24
565,13064,2022-08-30 11:14:00,2022-08-30 11:37:00,0 days 00:23:00,23
957,13065,2022-08-30 11:15:00,2022-08-30 11:35:00,0 days 00:20:00,20
343,13067,2022-08-30 11:16:00,2022-08-30 11:31:00,0 days 00:15:00,15
624,13068,2022-08-30 11:16:00,2022-08-30 11:41:00,0 days 00:25:00,25
959,13069,2022-08-30 11:16:00,2022-08-30 11:38:00,0 days 00:22:00,22
1097,13070,2022-08-30 11:17:00,2022-08-30 11:36:00,0 days 00:19:00,19
85,13071,2022-08-30 11:17:00,2022-08-30 11:38:00,0 days 00:21:00,21
576,13072,2022-08-30 11:17:00,2022-08-30 11:36:00,0 days 00:19:00,19
1032,13073,2022-08-30 11:17:00,2022-08-30 11:38:00,0 days 00:21:00,21
984,13075,2022-08-30 11:18:00,2022-08-30 11:41:00,0 days 00:23:00,23
684,13076,2022-08-30 11:19:00,2022-08-30 11:36:00,0 days 00:17:00,17
68,13077,2022-08-30 11:19:00,2022-08-30 11:36:00,0 days 00:17:00,17
315,13078,2022-08-30 11:19:00,2022-08-30 11:45:00,0 days 00:26:00,26
1347,13079,2022-08-30 11:20:00,2022-08-30 11:38:00,0 days 00:18:00,18
722,13080,2022-08-30 11:21:00,2022-08-30 11:34:00,0 days 00:13:00,13
203,13081,2022-08-30 11:21:00,2022-08-30 11:42:00,0 days 00:21:00,21
939,13082,2022-08-30 11:21:00,2022-08-30 11:39:00,0 days 00:18:00,18
44,13083,2022-08-30 11:21:00,2022-08-30 11:42:00,0 days 00:21:00,21
674,13084,2022-08-30 11:22:00,2022-08-30 11:36:00,0 days 00:14:00,14
79,13085,2022-08-30 11:23:00,2022-08-30 11:38:00,0 days 00:15:00,15
1037,13086,2022-08-30 11:24:00,2022-08-30 11:39:00,0 days 00:15:00,15
250,13087,2022-08-30 11:24:00,2022-08-30 11:42:00,0 days 00:18:00,18
118,13088,2022-08-30 11:24:00,2022-08-30 11:42:00,0 days 00:18:00,18
147,13089,2022-08-30 11:25:00,2022-08-30 11:43:00,0 days 00:18:00,18
508,13090,2022-08-30 11:25:00,2022-08-30 11:50:00,0 days 00:25:00,25
608,13091,2022-08-30 11:25:00,2022-08-30 11:42:00,0 days 00:17:00,17
616,13092,2022-08-30 11:26:00,2022-08-30 11:46:00,0 days 00:20:00,20
159,13093,2022-08-30 11:26:00,2022-08-30 11:50:00,0 days 00:24:00,24
1379,13094,2022-08-30 11:27:00,2022-08-30 11:44:00,0 days 00:17:00,17
124,13095,2022-08-30 11:27:00,2022-08-30 11:42:00,0 days 00:15:00,15
229,13096,2022-08-30 11:29:00,2022-08-30 11:46:00,0 days 00:17:00,17
698,13097,2022-08-30 11:29:00,2022-08-30 11:50:00,0 days 00:21:00,21
368,13099,2022-08-30 11:30:00,2022-08-30 11:51:00,0 days 00:21:00,21
976,13100,2022-08-30 11:30:00,2022-08-30 11:50:00,0 days 00:20:00,20
552,13101,2022-08-30 11:31:00,2022-08-30 11:50:00,0 days 00:19:00,19
329,13102,2022-08-30 11:31:00,2022-08-30 11:52:00,0 days 00:21:00,21
916,13103,2022-08-30 11:31:00,2022-08-30 11:49:00,0 days 00:18:00,18
867,13104,2022-08-30 11:31:00,2022-08-30 11:49:00,0 days 00:18:00,18
515,13105,2022-08-30 11:31:00,2022-08-30 11:55:00,0 days 00:24:00,24
547,13106,2022-08-30 11:31:00,2022-08-30 11:51:00,0 days 00:20:00,20
825,13107,2022-08-30 11:32:00,2022-08-30 11:50:00,0 days 00:18:00,18
858,13108,2022-08-30 11:32:00,2022-08-30 11:55:00,0 days 00:23:00,23
707,13109,2022-08-30 11:32:00,2022-08-30 11:54:00,0 days 00:22:00,22
554,13110,2022-08-30 11:32:00,2022-08-30 11:57:00,0 days 00:25:00,25
818,13111,2022-08-30 11:33:00,2022-08-30 11:54:00,0 days 00:21:00,21
56,13112,2022-08-30 11:33:00,2022-08-30 11:51:00,0 days 00:18:00,18
184,13113,2022-08-30 11:33:00,2022-08-30 11:57:00,0 days 00:24:00,24
611,13114,2022-08-30 11:33:00,2022-08-30 11:56:00,0 days 00:23:00,23
141,13115,2022-08-30 11:34:00,2022-08-30 11:54:00,0 days 00:20:00,20
111,13116,2022-08-30 11:35:00,2022-08-30 11:48:00,0 days 00:13:00,13
106,13117,2022-08-30 11:36:00,2022-08-30 11:55:00,0 days 00:19:00,19
985,13118,2022-08-30 11:37:00,2022-08-30 12:04:00,0 days 00:27:00,27
662,13119,2022-08-30 11:38:00,2022-08-30 11:59:00,0 days 00:21:00,21
1102,13121,2022-08-30 11:38:00,2022-08-30 12:01:00,0 days 00:23:00,23
246,13122,2022-08-30 11:39:00,2022-08-30 11:56:00,0 days 00:17:00,17
136,13123,2022-08-30 11:39:00,2022-08-30 12:01:00,0 days 00:22:00,22
354,13124,2022-08-30 11:40:00,2022-08-30 12:02:00,0 days 00:22:00,22
666,13125,2022-08-30 11:40:00,2022-08-30 12:01:00,0 days 00:21:00,21
1032,13126,2022-08-30 11:40:00,2022-08-30 12:00:00,0 days 00:20:00,20
1005,13127,2022-08-30 11:40:00,2022-08-30 11:58:00,0 days 00:18:00,18
659,13128,2022-08-30 11:40:00,2022-08-30 11:59:00,0 days 00:19:00,19
1162,13129,2022-08-30 11:41:00,2022-08-30 12:03:00,0 days 00:22:00,22
829,13130,2022-08-30 11:42:00,2022-08-30 12:04:00,0 days 00:22:00,22
664,13131,2022-08-30 11:42:00,2022-08-30 11:59:00,0 days 00:17:00,17
126,13132,2022-08-30 11:42:00,2022-08-30 12:02:00,0 days 00:20:00,20
330,13133,2022-08-30 11:42:00,2022-08-30 12:03:00,0 days 00:21:00,21
334,13134,2022-08-30 11:42:00,2022-08-30 11:59:00,0 days 00:17:00,17
964,13135,2022-08-30 11:43:00,2022-08-30 12:02:00,0 days 00:19:00,19
600,13136,2022-08-30 11:43:00,2022-08-30 12:07:00,0 days 00:24:00,24
425,13137,2022-08-30 11:43:00,2022-08-30 11:58:00,0 days 00:15:00,15
527,13138,2022-08-30 11:43:00,2022-08-30 12:04:00,0 days 00:21:00,21
441,13139,2022-08-30 11:43:00,2022-08-30 12:04:00,0 days 00:21:00,21
405,13140,2022-08-30 11:43:00,2022-08-30 12:08:00,0 days 00:25:00,25
163,13141,2022-08-30 11:44:00,2022-08-30 12:01:00,0 days 00:17:00,17
1086,13142,2022-08-30 11:44:00,2022-08-30 12:02:00,0 days 00:18:00,18
95,13143,2022-08-30 11:44:00,2022-08-30 12:03:00,0 days 00:19:00,19
1076,13144,2022-08-30 11:44:00,2022-08-30 12:01:00,0 days 00:17:00,17
593,13145,2022-08-30 11:45:00,2022-08-30 12:02:00,0 days 00:17:00,17
300,13146,2022-08-30 11:45:00,2022-08-30 12:08:00,0 days 00:23:00,23
932,13147,2022-08-30 11:45:00,2022-08-30 12:05:00,0 days 00:20:00,20
395,13148,2022-08-30 11:46:00,2022-08-30 12:07:00,0 days 00:21:00,21
1099,13150,2022-08-30 11:46:00,2022-08-30 12:10:00,0 days 00:24:00,24
466,13151,2022-08-30 11:47:00,2022-08-30 12:07:00,0 days 00:20:00,20
351,13152,2022-08-30 11:47:00,2022-08-30 12:08:00,0 days 00:21:00,21
436,13153,2022-08-30 11:47:00,2022-08-30 12:02:00,0 days 00:15:00,15
634,13154,2022-08-30 11:48:00,2022-08-30 12:10:00,0 days 00:22:00,22
124,13155,2022-08-30 11:48:00,2022-08-30 12:05:00,0 days 00:17:00,17
545,13156,2022-08-30 11:49:00,2022-08-30 12:05:00,0 days 00:16:00,16
67,13157,2022-08-30 11:49:00,2022-08-30 12:10:00,0 days 00:21:00,21
1284,13158,2022-08-30 11:49:00,2022-08-30 12:12:00,0 days 00:23:00,23
503,13159,2022-08-30 11:50:00,2022-08-30 12:07:00,0 days 00:17:00,17
467,13160,2022-08-30 11:50:00,2022-08-30 12:16:00,0 days 00:26:00,26
211,13161,2022-08-30 11:51:00,2022-08-30 12:12:00,0 days 00:21:00,21
108,13163,2022-08-30 11:52:00,2022-08-30 12:15:00,0 days 00:23:00,23
945,13164,2022-08-30 11:53:00,2022-08-30 12:10:00,0 days 00:17:00,17
943,13165,2022-08-30 11:53:00,2022-08-30 12:14:00,0 days 00:21:00,21
57,13166,2022-08-30 11:53:00,2022-08-30 12:14:00,0 days 00:21:00,21
1271,13167,2022-08-30 11:53:00,2022-08-30 12:11:00,0 days 00:18:00,18
123,13168,2022-08-30 11:53:00,2022-08-30 12:13:00,0 days 00:20:00,20
302,13169,2022-08-30 11:53:00,2022-08-30 12:12:00,0 days 00:19:00,19
569,13170,2022-08-30 11:53:00,2022-08-30 12:08:00,0 days 00:15:00,15
316,13171,2022-08-30 11:53:00,2022-08-30 12:12:00,0 days 00:19:00,19
154,13172,2022-08-30 11:55:00,2022-08-30 12:13:00,0 days 00:18:00,18
424,13173,2022-08-30 11:56:00,2022-08-30 12:15:00,0 days 00:19:00,19
289,13174,2022-08-30 11:56:00,2022-08-30 12:07:00,0 days 00:11:00,11
959,13175,2022-08-30 11:56:00,2022-08-30 12:15:00,0 days 00:19:00,19
1071,13176,2022-08-30 11:56:00,2022-08-30 12:14:00,0 days 00:18:00,18
1093,13178,2022-08-30 11:57:00,2022-08-30 12:13:00,0 days 00:16:00,16
331,13179,2022-08-30 11:58:00,2022-08-30 12:21:00,0 days 00:23:00,23
285,13180,2022-08-30 11:58:00,2022-08-30 12:22:00,0 days 00:24:00,24
149,13181,2022-08-30 11:59:00,2022-08-30 12:16:00,0 days 00:17:00,17
782,13183,2022-08-30 12:00:00,2022-08-30 12:19:00,0 days 00:19:00,19
